Rate Date,Currency,Rate Year,Rate Month,Buying Rate,Central Rate,Selling rate
3/27/2012,POUNDS STERLING,2012,March,247.4292,248.2271,249.0249
11/29/2010,WAUA,2010,November,227.3355,228.1048,228.8741
4/23/2003,US DOLLAR,2003,April,126.66,127.16,127.66
8/10/2007,US DOLLAR,2007,August,124.7,125.2,125.7
6/1/2022,POUNDS STERLING,2022,June,521.6246,522.2537,522.8828
4/23/2002,POUNDS STERLING,2002,April,166.6763,167.4004,168.1244
1/20/2016,US DOLLAR,2016,January,196.0,196.5,197.0
8/6/2014,WAUA,2014,August,236.2159,236.9792,237.7425
2/29/2008,WAUA,2008,February,184.7511,185.549,186.3468
7/23/2004,POUNDS STERLING,2004,July,241.8341,242.7512,243.6684
8/30/2017,US DOLLAR,2017,August,304.85,305.35,305.85
6/11/2019,US DOLLAR,2019,June,306.0,306.5,307.0
8/25/2021,EURO,2021,August,480.4125,480.9995,481.5865
12/3/2010,US DOLLAR,2010,December,147.8,148.3,148.8
2/17/2011,US DOLLAR,2011,February,149.5,150.0,150.5
3/9/2004,POUNDS STERLING,2004,March,246.1132,247.0322,247.9511
12/17/2014,EURO,2014,December,208.0152,208.638,209.2608
4/15/2013,POUNDS STERLING,2013,April,237.402,238.169,238.9361
8/22/2013,WAUA,2013,August,235.145,235.9047,236.6644
10/6/2017,EURO,2017,October,356.7147,357.3001,357.8856
4/10/2017,US DOLLAR,2017,April,305.15,305.65,306.15
3/6/2019,POUNDS STERLING,2019,March,401.8302,402.487,403.1438
8/5/2011,US DOLLAR,2011,August,149.77,150.27,150.77
8/30/2004,EURO,2004,August,158.7629,159.365,159.9672
2/23/2007,EURO,2007,February,165.2868,165.9427,166.5986
9/21/2021,US DOLLAR,2021,September,409.6,410.1,410.6
7/15/2008,WAUA,2008,July,188.9124,189.7295,190.5466
9/17/2008,EURO,2008,September,164.4881,165.1998,165.9115
8/5/2019,US DOLLAR,2019,August,305.9,306.4,306.9
3/11/2013,US DOLLAR,2013,March,154.75,155.25,155.75
1/10/2024,POUNDS STERLING,2024,January,1218.0515,1218.6879,1219.3242
6/6/2008,EURO,2008,June,181.4086,182.1929,182.9772
9/16/2020,EURO,2020,September,450.0625,450.6563,451.25
7/16/2009,US DOLLAR,2009,July,145.3,145.8,146.3
1/30/2008,US DOLLAR,2008,January,115.81,116.31,116.81
7/18/2023,POUNDS STERLING,2023,July,1022.0303,1022.6844,1023.3384
1/21/2022,EURO,2022,January,469.7454,470.312,470.8786
10/31/2005,US DOLLAR,2005,October,128.53,129.03,129.53
1/20/2003,POUNDS STERLING,2003,January,202.5648,203.3678,204.1708
3/8/2002,WAUA,2002,March,140.0846,140.6932,141.3017
6/27/2006,US DOLLAR,2006,June,126.19,126.69,127.19
9/24/2014,POUNDS STERLING,2014,September,253.8983,254.7187,255.539
4/4/2007,US DOLLAR,2007,April,125.78,126.28,126.78
3/4/2003,POUNDS STERLING,2003,March,199.3329,200.1227,200.9124
5/24/2011,US DOLLAR,2011,May,152.38,152.88,153.38
11/24/2023,POUNDS STERLING,2023,November,1013.792,1014.4216,1015.0512
6/2/2020,POUNDS STERLING,2020,June,451.152,451.7786,452.4052
3/21/2005,EURO,2005,March,174.2266,174.8872,175.5479
2/28/2013,POUNDS STERLING,2013,February,235.1426,235.9024,236.6621
5/12/2015,EURO,2015,May,220.206,220.7678,221.3295
7/27/2020,POUNDS STERLING,2020,July,463.14,463.7833,464.4265
2/18/2010,US DOLLAR,2010,February,147.71,148.21,148.71
11/22/2017,EURO,2017,November,358.1965,358.7839,359.3713
2/22/2022,POUNDS STERLING,2022,February,563.2273,563.9053,564.5832
5/20/2004,US DOLLAR,2004,May,131.8,132.3,132.8
5/15/2020,US DOLLAR,2020,May,360.0,360.5,361.0
6/18/2020,WAUA,2020,June,421.7555,422.3412,422.927
3/3/2006,POUNDS STERLING,2006,March,222.1214,222.9994,223.8773
8/9/2002,US DOLLAR,2002,August,124.0,124.5,125.0
2/11/2009,POUNDS STERLING,2009,February,213.6288,214.368,215.1072
11/30/2009,WAUA,2009,November,236.738,237.5416,238.3451
2/4/2011,WAUA,2011,February,233.6623,234.4448,235.2272
3/13/2003,POUNDS STERLING,2003,March,203.0,203.9687,204.9374
6/24/2002,WAUA,2002,June,149.4001,150.0302,150.6603
9/11/2018,POUNDS STERLING,2018,September,397.1913,397.8419,398.4925
3/1/2002,WAUA,2002,March,140.0804,140.7791,141.4778
8/3/2016,EURO,2016,August,346.2345,346.7948,347.355
12/18/2018,POUNDS STERLING,2018,December,388.22,388.8544,389.4889
7/24/2015,EURO,2015,July,214.4632,215.0103,215.5574
7/22/2020,EURO,2020,July,416.664,417.2427,417.8214
11/19/2021,WAUA,2021,November,573.825,574.5238,575.2226
1/24/2019,EURO,2019,January,346.8689,347.4361,348.0032
2/15/2021,WAUA,2021,February,545.3863,546.1058,546.8253
2/19/2018,WAUA,2018,February,444.3599,445.0883,445.8168
8/5/2009,US DOLLAR,2009,August,149.31,149.81,150.31
1/19/2017,EURO,2017,January,324.6884,325.2215,325.7547
4/1/2020,POUNDS STERLING,2020,April,445.068,445.6862,446.3043
4/30/2009,EURO,2009,April,192.5866,193.2512,193.9157
12/30/2005,POUNDS STERLING,2005,December,220.7616,221.624,222.4863
10/16/2014,POUNDS STERLING,2014,October,247.4148,248.2142,249.0135
5/21/2024,WAUA,2024,May,1987.8344,1988.5218,1989.2093
7/14/2010,POUNDS STERLING,2010,July,222.9652,223.7204,224.4756
1/31/2022,WAUA,2022,January,575.5286,576.9179,578.3072
1/5/2009,WAUA,2009,January,201.6023,202.3762,203.1501
5/28/2002,POUNDS STERLING,2002,May,168.9638,169.6933,170.4229
5/6/2022,WAUA,2022,May,557.1248,557.7963,558.4679
12/20/2010,POUNDS STERLING,2010,December,230.5525,231.3305,232.1085
3/21/2017,POUNDS STERLING,2017,March,382.2055,382.829,383.4525
3/15/2006,WAUA,2006,March,181.0605,181.7762,182.4918
12/15/2015,POUNDS STERLING,2015,December,297.0317,297.7896,298.5474
9/6/2013,POUNDS STERLING,2013,September,241.1625,241.9417,242.7208
9/1/2023,US DOLLAR,2023,September,739.99,740.49,740.99
1/26/2009,WAUA,2009,January,212.0248,212.7657,213.5065
2/8/2006,US DOLLAR,2006,February,127.5,128.0,128.5
9/11/2023,EURO,2023,September,828.4075,828.9452,829.4829
7/23/2012,US DOLLAR,2012,July,154.89,155.39,155.89
10/20/2016,POUNDS STERLING,2016,October,373.1018,373.7149,374.3281
3/6/2019,WAUA,2019,March,425.1587,425.8537,426.5486
8/10/2005,US DOLLAR,2005,August,131.86,132.36,132.86
8/4/2004,WAUA,2004,August,191.848,192.5758,193.3036
10/27/2014,US DOLLAR,2014,October,154.76,155.26,155.76
1/25/2013,POUNDS STERLING,2013,January,244.0092,244.7977,245.5862
1/23/2003,WAUA,2003,January,170.6904,171.3671,172.0438
2/6/2018,US DOLLAR,2018,February,304.8,305.3,305.8
7/25/2019,EURO,2019,July,340.0996,340.6555,341.2114
5/7/2004,POUNDS STERLING,2004,May,237.505,238.4026,239.3002
6/6/2024,US DOLLAR,2024,June,1484.822,1485.322,1485.822
1/12/2011,EURO,2011,January,193.4299,194.079,194.728
3/2/2021,US DOLLAR,2021,March,379.0,379.5,380.0
2/7/2012,POUNDS STERLING,2012,February,246.115,246.9054,247.6957
10/13/2011,WAUA,2011,October,244.7438,245.5651,246.3864
8/17/2009,EURO,2009,August,209.8438,210.5467,211.2496
8/20/2020,US DOLLAR,2020,August,379.0,379.5,380.0
1/13/2014,EURO,2014,January,211.4558,212.1392,212.8225
5/9/2012,POUNDS STERLING,2012,May,249.3332,250.1388,250.9444
3/11/2004,POUNDS STERLING,2004,March,240.3907,241.2884,242.186
3/15/2012,POUNDS STERLING,2012,March,243.1651,243.9492,244.7333
4/14/2020,WAUA,2020,April,417.5466,418.1266,418.7065
4/25/2019,POUNDS STERLING,2019,April,393.8157,394.4594,395.1031
3/31/2023,EURO,2023,March,500.0869,500.6306,501.1744
10/17/2014,WAUA,2014,October,230.0065,230.7496,231.4927
1/28/2010,US DOLLAR,2010,January,147.83,148.33,148.83
12/19/2018,WAUA,2018,December,423.304,423.9958,424.6876
9/29/2003,EURO,2003,September,145.2796,145.8499,146.4203
3/9/2006,POUNDS STERLING,2006,March,221.3118,222.1866,223.0613
8/5/2008,EURO,2008,August,179.0142,179.7886,180.5629
11/20/2012,EURO,2012,November,198.2812,198.9218,199.5625
7/11/2006,US DOLLAR,2006,July,126.15,126.65,127.15
1/29/2018,WAUA,2018,January,442.7263,443.4528,444.1793
4/19/2017,US DOLLAR,2017,April,305.0,305.5,306.0
7/9/2002,US DOLLAR,2002,July,119.65,120.15,120.65
4/8/2010,POUNDS STERLING,2010,April,223.7022,224.4618,225.2214
5/13/2004,US DOLLAR,2004,May,132.0,132.5,133.0
3/30/2010,EURO,2010,March,198.9467,199.6211,200.2954
2/16/2010,EURO,2010,February,201.1332,201.8151,202.497
11/23/2022,POUNDS STERLING,2022,November,528.5927,529.1894,529.7861
3/9/2010,POUNDS STERLING,2010,March,220.3463,221.0942,221.8421
9/11/2020,EURO,2020,September,449.2287,449.8214,450.414
11/25/2013,EURO,2013,November,209.2433,209.9195,210.5957
3/31/2011,EURO,2011,March,214.1749,214.8864,215.5978
12/18/2020,US DOLLAR,2020,December,379.0,379.5,380.0
6/3/2024,EURO,2024,June,1603.6168,1604.1608,1604.7049
11/16/2004,EURO,2004,November,171.0481,171.6966,172.345
7/22/2008,POUNDS STERLING,2008,July,231.9861,232.9895,233.9929
10/13/2006,US DOLLAR,2006,October,126.01,126.51,127.01
11/30/2022,EURO,2022,November,459.0793,459.5974,460.2254
12/13/2022,US DOLLAR,2022,December,444.96,445.46,445.96
4/20/2011,EURO,2011,April,220.3252,221.0511,221.777
2/11/2020,EURO,2020,February,333.8287,334.3743,334.92
9/11/2019,POUNDS STERLING,2019,September,377.5412,378.1584,378.7756
6/13/2014,POUNDS STERLING,2014,June,262.5304,263.3787,264.2271
8/16/2022,US DOLLAR,2022,August,419.46,419.96,420.46
6/12/2013,EURO,2013,June,205.3533,206.0168,206.6803
5/7/2021,WAUA,2020,May,542.646,543.3619,544.0778
10/13/2011,US DOLLAR,2011,October,149.0,149.5,150.0
11/27/2003,WAUA,2003,November,0.1756,0.1762,0.1769
4/24/2007,WAUA,2007,April,190.13,190.8862,191.6423
7/19/2006,POUNDS STERLING,2006,July,230.4478,231.3616,232.2753
11/15/2022,US DOLLAR,2022,November,441.52,442.02,442.52
11/20/2006,US DOLLAR,2006,November,126.01,126.51,127.01
5/8/2013,EURO,2013,May,203.2951,203.9519,204.6088
5/4/2015,US DOLLAR,2015,May,196.0,196.5,197.0
2/1/2005,WAUA,2005,February,199.5981,200.355,201.1118
1/5/2021,US DOLLAR,2021,January,379.0,379.5,380.0
4/5/2018,WAUA,2018,April,441.4247,442.1493,442.8739
9/23/2022,US DOLLAR,2022,September,430.49,430.99,431.49
12/6/2004,WAUA,2004,December,201.7635,202.5286,203.2938
5/9/2003,POUNDS STERLING,2003,May,203.1111,203.9132,204.7152
10/5/2007,US DOLLAR,2007,October,123.4,123.9,124.4
1/30/2015,EURO,2015,January,189.4448,190.012,190.5792
3/12/2015,US DOLLAR,2015,March,196.0,196.5,197.0
4/1/2020,US DOLLAR,2020,April,360.0,360.5,361.0
6/25/2004,US DOLLAR,2004,June,131.75,132.25,132.75
3/20/2006,POUNDS STERLING,2006,March,221.7798,222.6564,223.533
4/13/2010,EURO,2010,April,200.2249,200.9046,201.5842
11/21/2023,WAUA,2023,November,1090.5366,1091.2149,1091.8932
9/24/2012,WAUA,2012,September,238.4447,239.2149,239.9852
7/4/2017,WAUA,2017,July,423.3102,424.0042,424.6983
12/10/2009,WAUA,2009,December,233.3814,234.1752,234.969
6/30/2009,POUNDS STERLING,2009,June,242.0908,242.9213,243.7518
12/16/2002,WAUA,2002,December,167.0643,167.7276,168.391
10/18/2013,POUNDS STERLING,2013,October,250.6219,251.4314,252.2408
10/16/2007,POUNDS STERLING,2007,October,248.6357,249.652,250.6682
8/31/2012,US DOLLAR,2012,August,154.8,155.3,155.8
7/21/2017,WAUA,2017,July,424.4824,425.1788,425.8751
4/20/2016,POUNDS STERLING,2016,April,281.7892,282.5081,283.2269
12/12/2003,EURO,2003,December,166.6912,167.3034,167.9157
8/15/2012,US DOLLAR,2012,August,154.8,155.3,155.8
3/29/2011,US DOLLAR,2011,March,150.3,150.8,151.3
6/12/2006,US DOLLAR,2006,June,126.17,126.67,127.17
1/28/2005,POUNDS STERLING,2005,January,248.9649,249.909,250.853
7/29/2002,POUNDS STERLING,2002,July,199.2841,200.0653,200.8465
6/15/2005,WAUA,2005,June,192.2154,192.9442,193.6729
2/13/2007,EURO,2007,February,164.0394,164.6904,165.3413
4/11/2023,WAUA,2023,April,619.0959,619.769,620.442
7/13/2023,US DOLLAR,2023,July,770.48,770.98,771.48
2/10/2017,EURO,2017,February,323.2432,323.7749,324.3065
12/4/2006,WAUA,2006,December,188.8835,189.6328,190.3822
11/1/2022,WAUA,2022,November,561.7326,562.3733,563.014
1/11/2018,US DOLLAR,2018,January,304.8,305.3,305.8
7/15/2022,WAUA,2022,July,539.8773,541.1816,542.4859
5/10/2005,EURO,2005,May,169.4684,170.1113,170.7542
9/29/2020,EURO,2020,September,443.5816,444.1668,444.752
8/10/2009,US DOLLAR,2009,August,149.01,149.51,150.01
1/16/2004,WAUA,2004,January,201.9694,202.7175,203.4655
5/11/2010,WAUA,2010,May,220.6082,221.3549,222.1016
8/30/2021,US DOLLAR,2021,August,409.29,409.79,410.29
7/2/2020,EURO,2020,July,406.368,406.9324,407.4968
3/26/2009,US DOLLAR,2009,March,144.5,145.0,145.5
11/9/2017,WAUA,2017,November,426.5064,427.2057,427.905
11/4/2016,WAUA,2016,November,420.2119,420.9031,421.5942
9/6/2010,WAUA,2010,September,223.9457,224.7014,225.457
3/19/2004,WAUA,2004,March,197.8634,198.6059,199.3484
3/2/2023,WAUA,2023,March,611.5821,612.2469,612.9117
3/23/2018,US DOLLAR,2018,March,304.7,305.2,305.7
5/5/2006,US DOLLAR,2006,May,126.18,126.68,127.18
4/22/2010,EURO,2010,April,196.8191,197.4866,198.1541
9/23/2020,WAUA,2020,September,534.3947,535.0997,535.8047
7/10/2012,EURO,2012,July,190.3352,190.9497,191.5642
5/21/2008,EURO,2008,May,182.3264,183.1146,183.9028
12/14/2005,POUNDS STERLING,2005,December,226.7392,227.6249,228.5106
10/5/2012,EURO,2012,October,201.3712,202.0218,202.6723
7/20/2012,WAUA,2012,July,231.7188,232.4669,233.215
9/11/2009,WAUA,2009,September,236.7701,237.5546,238.339
9/14/2023,POUNDS STERLING,2023,September,953.5281,954.1491,954.7701
3/25/2019,EURO,2019,March,346.3048,346.8708,347.4367
11/18/2019,US DOLLAR,2019,November,305.95,306.45,306.95
6/15/2005,POUNDS STERLING,2005,June,239.4918,239.896,240.3002
4/26/2019,POUNDS STERLING,2019,April,394.3969,395.0415,395.6862
7/14/2011,EURO,2011,July,211.7085,212.4186,213.1286
1/24/2022,EURO,2022,January,468.8749,469.4403,470.0057
1/30/2018,US DOLLAR,2018,January,304.7,305.2,305.7
1/21/2015,US DOLLAR,2015,January,167.0,167.5,168.0
11/1/2004,POUNDS STERLING,2004,November,241.6466,242.5629,243.4792
3/12/2020,EURO,2020,March,344.1326,344.695,345.2574
1/2/2002,WAUA,2002,January,139.87,140.4919,141.1138
1/31/2013,US DOLLAR,2013,January,154.74,155.24,155.74
12/4/2008,POUNDS STERLING,2008,December,182.4458,183.175,183.9042
11/19/2014,POUNDS STERLING,2014,November,246.8661,247.6503,248.4344
4/17/2024,POUNDS STERLING,2024,April,1393.1849,1393.8077,1394.4305
9/19/2018,US DOLLAR,2018,September,305.3,305.8,306.3
4/11/2007,US DOLLAR,2007,April,125.78,126.28,126.78
6/11/2018,WAUA,2018,June,433.274,433.9845,434.695
5/4/2016,POUNDS STERLING,2016,May,284.494,285.2198,285.9455
11/4/2003,WAUA,2003,November,183.8982,184.5832,185.2683
12/21/2005,WAUA,2005,December,181.7805,182.4906,183.2007
6/11/2013,WAUA,2013,June,230.8667,231.6127,232.3586
8/17/2015,WAUA,2015,August,274.4151,275.1152,275.8152
12/29/2010,US DOLLAR,2010,December,148.17,148.67,149.17
10/10/2005,EURO,2005,October,155.7776,156.3836,156.9895
9/19/2019,WAUA,2019,September,418.4979,419.182,419.866
2/3/2012,POUNDS STERLING,2012,February,246.4887,247.2803,248.0718
8/3/2004,EURO,2004,August,158.305,158.9056,159.5061
5/20/2014,WAUA,2014,May,238.5201,239.2908,240.0616
9/27/2012,EURO,2012,September,199.0316,199.6746,200.3175
5/19/2005,WAUA,2005,May,195.9952,196.7386,197.4819
9/27/2012,POUNDS STERLING,2012,September,250.8519,251.6623,252.4726
2/26/2009,US DOLLAR,2009,February,144.85,145.35,145.85
5/16/2007,WAUA,2007,May,189.3327,190.0884,190.8442
1/26/2023,US DOLLAR,2023,January,459.83,460.33,460.83
4/27/2006,WAUA,2006,April,183.7312,184.4592,185.1873
9/19/2011,WAUA,2011,September,239.846,240.6303,241.4145
9/3/2015,POUNDS STERLING,2015,September,299.488,300.252,301.016
7/19/2004,WAUA,2004,July,193.9318,194.6674,195.4031
11/24/2011,POUNDS STERLING,2011,November,241.4447,242.2225,243.0003
9/28/2021,US DOLLAR,2021,September,408.77,409.77,410.77
4/18/2011,EURO,2011,April,217.0141,217.7282,218.4422
9/30/2010,US DOLLAR,2010,September,148.85,149.35,149.85
12/19/2012,US DOLLAR,2012,December,154.77,155.27,155.77
10/4/2012,US DOLLAR,2012,October,154.77,155.27,155.77
3/25/2003,WAUA,2003,March,173.6057,174.2918,174.9779
7/19/2002,EURO,2002,July,126.5198,127.0273,127.5348
9/6/2013,US DOLLAR,2013,September,154.76,155.26,155.76
12/19/2018,POUNDS STERLING,2018,December,387.0573,387.6899,388.3224
8/13/2012,WAUA,2012,August,232.8827,233.6347,234.3868
5/2/2023,POUNDS STERLING,2023,May,573.8468,574.4708,575.0947
11/25/2014,POUNDS STERLING,2014,November,253.1836,253.9674,254.7513
4/24/2012,WAUA,2012,April,238.0513,238.8205,239.5896
8/1/2018,POUNDS STERLING,2018,August,400.4603,401.1169,401.7735
7/30/2024,EURO,2024,July,1739.1933,1739.7335,1740.2736
7/19/2024,US DOLLAR,2024,July,1584.0,1584.5,1585.0
8/11/2021,EURO,2021,August,479.4068,479.9927,480.5786
6/6/2006,POUNDS STERLING,2006,June,235.7355,236.6696,237.6036
10/22/2002,WAUA,2002,October,164.5679,165.2225,165.8771
6/1/2012,POUNDS STERLING,2012,June,236.8604,237.6257,238.391
5/23/2006,POUNDS STERLING,2006,May,237.8052,238.7476,239.69
6/5/2024,US DOLLAR,2024,June,1480.171,1480.671,1481.171
8/2/2024,US DOLLAR,2024,August,1618.232,1618.732,1619.232
10/24/2014,POUNDS STERLING,2014,October,248.4517,249.2544,250.0571
12/16/2013,WAUA,2013,December,237.1906,237.9571,238.7236
5/27/2021,EURO,2021,May,498.8164,499.4262,500.036
2/22/2016,EURO,2016,February,216.4428,216.995,217.5471
4/22/2004,POUNDS STERLING,2004,April,233.686,234.5685,235.451
2/13/2002,EURO,2002,February,99.5102,99.9478,100.3854
3/31/2005,POUNDS STERLING,2005,March,248.3263,249.268,250.2097
3/17/2017,POUNDS STERLING,2017,March,378.1854,378.8034,379.4213
9/8/2014,POUNDS STERLING,2014,September,249.7813,250.5884,251.3955
2/3/2006,EURO,2006,February,153.8925,154.496,155.0995
8/26/2010,WAUA,2010,August,221.9995,222.7492,223.4989
8/29/2016,US DOLLAR,2016,August,304.5,305.0,305.5
2/4/2016,POUNDS STERLING,2016,February,285.278,286.0058,286.7335
1/4/2024,WAUA,2024,January,1219.8612,1220.494,1221.1268
7/21/2009,POUNDS STERLING,2009,July,239.5054,240.3272,241.149
9/19/2023,EURO,2023,September,823.4967,824.0313,824.5658
7/13/2017,EURO,2017,July,348.1004,348.6712,349.2419
6/18/2013,WAUA,2013,June,234.5852,235.3432,236.1011
9/9/2003,POUNDS STERLING,2003,September,202.2879,203.0792,203.8705
6/2/2014,POUNDS STERLING,2014,June,259.0954,259.9326,260.7699
12/30/2022,POUNDS STERLING,2022,December,539.497,540.0991,540.7011
7/1/2003,EURO,2003,July,146.4784,147.0554,147.6325
12/21/2005,POUNDS STERLING,2005,December,223.9616,224.8364,225.7113
11/30/2011,WAUA,2011,November,242.126,242.9055,243.685
6/19/2023,POUNDS STERLING,2023,June,820.1726,820.8125,821.4524
11/29/2007,WAUA,2007,November,185.0091,185.8019,186.5947
7/4/2002,WAUA,2002,July,149.4058,150.0331,150.6603
4/11/2002,EURO,2002,April,101.1959,101.6355,102.0751
10/4/2019,WAUA,2019,October,417.2144,417.8961,418.5778
11/11/2020,EURO,2020,November,446.083,446.6715,447.26
5/18/2007,EURO,2007,May,168.8755,169.5496,170.2237
9/27/2021,POUNDS STERLING,2021,September,559.7283,561.0978,562.4673
6/10/2022,WAUA,2022,June,557.2388,557.9105,558.5823
7/20/2020,US DOLLAR,2020,July,360.0,360.5,361.0
7/17/2007,WAUA,2007,July,190.784,191.5476,192.3111
3/19/2018,WAUA,2018,March,442.0134,442.7388,443.4641
5/21/2009,US DOLLAR,2009,May,145.63,146.13,146.63
5/19/2010,EURO,2010,May,182.0279,182.6432,183.2584
11/1/2006,US DOLLAR,2006,November,126.04,126.54,127.04
1/14/2016,EURO,2016,January,214.326,214.8728,215.4195
6/3/2002,POUNDS STERLING,2002,June,168.6743,169.4026,170.1309
5/20/2019,POUNDS STERLING,2019,May,389.8084,390.4455,391.0827
4/28/2021,US DOLLAR,2021,April,379.0,379.5,380.0
11/4/2020,EURO,2020,November,443.5437,444.1289,444.714
1/14/2015,POUNDS STERLING,2015,January,253.7064,254.466,255.2256
3/18/2016,POUNDS STERLING,2016,March,284.0236,284.7482,285.4727
3/10/2005,POUNDS STERLING,2005,March,254.2068,255.1708,256.1348
11/21/2013,US DOLLAR,2013,November,154.73,155.23,155.73
8/10/2021,US DOLLAR,2021,August,409.12,409.62,410.12
12/14/2005,EURO,2005,December,153.8816,154.4827,155.0838
12/11/2001,WAUA,2001,December,138.8876,139.5084,140.1293
8/23/2006,WAUA,2006,August,187.422,188.1655,188.909
8/30/2010,US DOLLAR,2010,August,148.29,148.79,149.29
10/4/2021,US DOLLAR,2021,October,409.83,410.33,410.83
5/23/2011,POUNDS STERLING,2011,May,245.8194,246.626,247.4326
11/19/2014,EURO,2014,November,197.3449,197.9718,198.5986
6/9/2003,POUNDS STERLING,2003,June,210.1607,210.9883,211.8159
11/11/2002,US DOLLAR,2002,November,125.8,126.3,126.8
12/22/2003,EURO,2003,December,169.1432,169.7651,170.3869
6/12/2015,US DOLLAR,2015,June,195.9,196.4,196.9
3/2/2016,WAUA,2016,March,270.208,270.8973,271.5866
4/17/2013,WAUA,2013,April,232.5954,233.3469,234.0984
8/15/2014,WAUA,2014,August,235.7624,236.5242,237.2861
4/13/2007,US DOLLAR,2007,April,125.78,126.28,126.78
5/11/2020,EURO,2020,May,389.664,390.2052,390.7464
10/11/2004,POUNDS STERLING,2004,October,236.8037,237.7015,238.5993
5/27/2016,US DOLLAR,2016,May,196.0,196.5,197.0
1/2/2008,POUNDS STERLING,2008,January,229.8398,230.8322,231.8246
3/6/2015,WAUA,2015,March,273.1776,273.8745,274.5714
3/14/2016,EURO,2016,March,217.8932,218.4491,219.0049
3/15/2018,US DOLLAR,2018,March,304.75,305.25,305.75
11/21/2003,POUNDS STERLING,2003,November,233.487,234.3379,235.1888
12/7/2010,EURO,2010,December,197.6965,198.3648,199.0331
4/7/2020,POUNDS STERLING,2020,April,444.528,445.1454,445.7628
4/13/2011,POUNDS STERLING,2011,April,246.9996,247.8144,248.6291
5/27/2013,POUNDS STERLING,2013,May,233.9359,234.6918,235.4477
3/14/2007,POUNDS STERLING,2007,March,242.3848,243.347,244.3091
4/28/2016,US DOLLAR,2016,April,196.0,196.5,197.0
9/5/2014,WAUA,2014,September,233.3903,234.1445,234.8987
8/5/2015,US DOLLAR,2015,August,196.0,196.5,197.0
6/16/2006,US DOLLAR,2006,June,126.19,126.69,127.19
4/6/2022,EURO,2022,April,453.5514,454.0976,454.6439
7/26/2018,US DOLLAR,2018,July,304.9,305.4,305.9
7/21/2003,EURO,2003,July,143.3618,143.9264,144.4909
2/9/2015,WAUA,2015,February,236.6941,237.4027,238.1114
8/6/2013,EURO,2013,August,205.4771,206.141,206.8049
1/5/2021,POUNDS STERLING,2021,January,515.2884,515.9682,516.648
1/12/2022,WAUA,2022,January,578.2752,578.9742,579.6733
1/5/2012,WAUA,2012,January,237.5231,238.2858,239.0485
3/31/2006,POUNDS STERLING,2006,March,219.2584,220.1268,220.9951
9/16/2020,WAUA,2020,September,535.1631,535.8691,536.5751
10/31/2012,US DOLLAR,2012,October,154.74,155.24,155.74
6/1/2023,EURO,2023,June,492.6313,493.1657,493.7001
3/22/2022,WAUA,2022,March,573.2328,573.9231,574.6133
6/28/2018,US DOLLAR,2018,June,304.75,305.25,305.75
3/6/2006,POUNDS STERLING,2006,March,222.1214,222.9994,223.8773
9/5/2007,WAUA,2007,September,188.7057,189.4678,190.2299
12/10/2021,POUNDS STERLING,2021,December,540.9242,542.2443,543.5644
7/8/2010,POUNDS STERLING,2010,July,223.6108,224.3687,225.1266
3/4/2011,WAUA,2011,March,234.5616,235.345,236.1284
8/8/2019,WAUA,2019,August,419.9517,420.6381,421.3245
2/21/2018,POUNDS STERLING,2018,February,424.743,425.4393,426.1356
11/1/2006,POUNDS STERLING,2006,November,240.6608,241.6155,242.5702
11/9/2012,US DOLLAR,2012,November,154.74,155.24,155.74
11/11/2005,POUNDS STERLING,2005,November,223.8093,224.68,225.5506
6/10/2010,WAUA,2010,June,213.9396,214.6629,215.3862
11/9/2005,POUNDS STERLING,2005,November,223.3209,224.1896,225.0584
6/6/2006,WAUA,2006,June,188.3293,189.0755,189.8217
7/23/2014,EURO,2014,July,208.4523,209.1259,209.7995
2/5/2018,EURO,2018,February,379.415,380.0374,380.6598
9/9/2005,WAUA,2005,September,189.528,190.2654,191.0029
7/22/2004,US DOLLAR,2004,July,131.84,132.34,132.84
12/14/2005,WAUA,2005,December,181.7805,182.4906,183.2007
1/13/2005,EURO,2005,January,174.4112,175.0726,175.7339
1/30/2003,POUNDS STERLING,2003,January,207.5121,208.3338,209.1555
9/4/2015,WAUA,2015,September,274.6791,275.3798,276.0805
3/7/2006,WAUA,2006,March,181.5313,182.2488,182.9663
4/14/2023,WAUA,2023,April,620.9946,621.6697,622.3448
9/1/2020,POUNDS STERLING,2020,September,510.6267,511.3004,511.974
5/5/2022,EURO,2022,May,438.1615,438.6898,439.2181
7/9/2002,POUNDS STERLING,2002,July,185.1105,185.8841,186.6576
9/19/2018,POUNDS STERLING,2019,September,401.3169,401.9741,402.6314
6/20/2008,WAUA,2008,June,186.0328,186.8372,187.6415
5/12/2003,POUNDS STERLING,2003,May,203.9307,204.7367,205.5428
1/19/2022,EURO,2022,January,469.8576,470.4247,470.9917
1/21/2013,US DOLLAR,2013,January,154.72,155.23,155.73
6/15/2004,POUNDS STERLING,2004,June,239.1263,240.0338,240.9413
2/5/2007,US DOLLAR,2007,February,126.01,126.51,127.01
10/30/2009,WAUA,2009,October,234.344,235.135,235.9259
7/20/2016,POUNDS STERLING,2016,July,384.695,385.354,386.0129
2/21/2019,POUNDS STERLING,2019,February,399.8641,400.5179,401.1717
12/22/2006,WAUA,2006,December,188.5243,189.2724,190.0205
8/31/2018,WAUA,2018,August,426.9972,427.6968,428.3965
7/29/2013,EURO,2013,July,205.4439,206.1077,206.7714
